id,screen,control,role,preconditions_and_validation,action_and_target,success,failure,acceptance_test_id,acceptance,implementation_status,implementation_refs,test_status,test_refs
S16-01,S16,Invite staff,manage_staff,有效管理权限,打开邀请抽屉,无临时密码字段，不创建公开管理员注册入口,遵循 IMPLEMENTATION_SPEC §4/§6：字段422就地提示、409保留输入并刷新比对、401重新登录、403/404不泄露记录、429按服务器等待、读取失败可重试；资金写入结果不明进入G01。,CTL-S16-01,无临时密码字段，不创建公开管理员注册入口,not_implemented,[],not_run,[]
S16-02,S16,Send invitation,manage_staff,姓名、邮箱、角色有效；不能重复活跃邮箱,POST /staff含业务role；后端发激活邀请,创建invited而非active；邮件失败可重发且无假成功,遵循 IMPLEMENTATION_SPEC §4/§6：字段422就地提示、409保留输入并刷新比对、401重新登录、403/404不泄露记录、429按服务器等待、读取失败可重试；资金写入结果不明进入G01。,CTL-S16-02,创建invited而非active；邮件失败可重发且无假成功,not_implemented,[],not_run,[]
S16-03,S16,行菜单 / View details,manage_staff,对象存在,查看角色、状态、邀请时间及权限，不显示token,活动用户Resend invitation禁用,遵循 IMPLEMENTATION_SPEC §4/§6：字段422就地提示、409保留输入并刷新比对、401重新登录、403/404不泄露记录、429按服务器等待、读取失败可重试；资金写入结果不明进入G01。,CTL-S16-03,活动用户Resend invitation禁用,not_implemented,[],not_run,[]
S16-04,S16,Change role / Confirm role change,manage_staff,非自己提升权限；保留至少一名管理员；理由必填,PATCH /staff/:id/role并审计、撤销旧会话,旧token即刻不能执行原角色权限,遵循 IMPLEMENTATION_SPEC §4/§6：字段422就地提示、409保留输入并刷新比对、401重新登录、403/404不泄露记录、429按服务器等待、读取失败可重试；资金写入结果不明进入G01。,CTL-S16-04,旧token即刻不能执行原角色权限,not_implemented,[],not_run,[]
S16-05,S16,Manage permissions / Save permissions,manage_staff,仅manage_staff/view_audit；不能自我授权或移除最后管理员,PATCH /staff/:id/permissions；复核名单和理由,不会隐式赋予Manager或Cashier业务角色,遵循 IMPLEMENTATION_SPEC §4/§6：字段422就地提示、409保留输入并刷新比对、401重新登录、403/404不泄露记录、429按服务器等待、读取失败可重试；资金写入结果不明进入G01。,CTL-S16-05,不会隐式赋予Manager或Cashier业务角色,not_implemented,[],not_run,[]
S16-06,S16,Deactivate / Confirm deactivation,manage_staff,非最后有效管理员；理由必填,PATCH /staff/:id/status inactive,即刻撤销会话；历史交易作者仍存在,遵循 IMPLEMENTATION_SPEC §4/§6：字段422就地提示、409保留输入并刷新比对、401重新登录、403/404不泄露记录、429按服务器等待、读取失败可重试；资金写入结果不明进入G01。,CTL-S16-06,即刻撤销会话；历史交易作者仍存在,not_implemented,[],not_run,[]
S16-07,S16,Reactivate / Confirm reactivation,manage_staff,inactive且角色权限合法；理由必填,PATCH /staff/:id/status active,必须重新登录；不恢复旧会话,遵循 IMPLEMENTATION_SPEC §4/§6：字段422就地提示、409保留输入并刷新比对、401重新登录、403/404不泄露记录、429按服务器等待、读取失败可重试；资金写入结果不明进入G01。,CTL-S16-07,必须重新登录；不恢复旧会话,not_implemented,[],not_run,[]
S16-08,S16,Resend invitation / Revoke invitation,manage_staff,invited且限流允许,POST /staff/:id/resend-invitation；撤销PATCH status=invitation_revoked,旧token失效；撤销后受邀人不能激活,遵循 IMPLEMENTATION_SPEC §4/§6：字段422就地提示、409保留输入并刷新比对、401重新登录、403/404不泄露记录、429按服务器等待、读取失败可重试；资金写入结果不明进入G01。,CTL-S16-08,旧token失效；撤销后受邀人不能激活,not_implemented,[],not_run,[]
S17-01,S17,Search verified account / Search borrower,Loan officer,仅已验证且无冲突关联对象,GET /verified-accounts?q=或borrowers?q=，加载比对信息,不能列出密码和token；不自动根据同名关联,遵循 IMPLEMENTATION_SPEC §4/§6：字段422就地提示、409保留输入并刷新比对、401重新登录、403/404不泄露记录、429按服务器等待、读取失败可重试；资金写入结果不明进入G01。,CTL-S17-01,不能列出密码和token；不自动根据同名关联,not_implemented,[],not_run,[]
S17-02,S17,Verification method / Notes / Confirm identity复选框,Loan officer,实际人工核对、notes必填,收集核对证据摘要，不上传额外证件号码,无核对方法或未勾选时Review link不可用,遵循 IMPLEMENTATION_SPEC §4/§6：字段422就地提示、409保留输入并刷新比对、401重新登录、403/404不泄露记录、429按服务器等待、读取失败可重试；资金写入结果不明进入G01。,CTL-S17-02,无核对方法或未勾选时Review link不可用,not_implemented,[],not_run,[]
S17-03,S17,Review link,Loan officer,账户已验证、borrower存在、双方无有效冲突关联,展示双边ID和姓名/邮箱确认对话框,复核期间后台关联变化会409,遵循 IMPLEMENTATION_SPEC §4/§6：字段422就地提示、409保留输入并刷新比对、401重新登录、403/404不泄露记录、429按服务器等待、读取失败可重试；资金写入结果不明进入G01。,CTL-S17-03,复核期间后台关联变化会409,not_implemented,[],not_run,[]
S17-04,S17,Confirm link,Loan officer,同上，最新version,POST /borrowers/:id/account-link,刷新客户可看该borrower贷款；不看到其他borrower,遵循 IMPLEMENTATION_SPEC §4/§6：字段422就地提示、409保留输入并刷新比对、401重新登录、403/404不泄露记录、429按服务器等待、读取失败可重试；资金写入结果不明进入G01。,CTL-S17-04,刷新客户可看该borrower贷款；不看到其他borrower,not_implemented,[],not_run,[]
S17-05,S17,Revoke incorrect link / Confirm revoke,Manager,已有关系；理由必填；二次确认,POST /borrowers/:id/account-link/revoke,旧客户立即失去数据访问，关联历史保留,遵循 IMPLEMENTATION_SPEC §4/§6：字段422就地提示、409保留输入并刷新比对、401重新登录、403/404不泄露记录、429按服务器等待、读取失败可重试；资金写入结果不明进入G01。,CTL-S17-05,旧客户立即失去数据访问，关联历史保留,not_implemented,[],not_run,[]
S18-01,S18,New correction / Submit request,Cashier,原交易可更正；替代金额>0、理由必填；无重复pending,POST /corrections含originalTxnId/proposedValues,请求pending，余额尚未变化,遵循 IMPLEMENTATION_SPEC §4/§6：字段422就地提示、409保留输入并刷新比对、401重新登录、403/404不泄露记录、429按服务器等待、读取失败可重试；资金写入结果不明进入G01。,CTL-S18-01,请求pending，余额尚未变化,not_implemented,[],not_run,[]
S18-02,S18,View original receipt,相关员工,原交易可读,打开S13只读原回执,任何审批状态都能追溯原交易,遵循 IMPLEMENTATION_SPEC §4/§6：字段422就地提示、409保留输入并刷新比对、401重新登录、403/404不泄露记录、429按服务器等待、读取失败可重试；资金写入结果不明进入G01。,CTL-S18-02,任何审批状态都能追溯原交易,not_implemented,[],not_run,[]
S18-03,S18,Approve correction / Confirm approval,Manager,REQUESTED；不可自审；重算政策支持；版本有效,复核前后差异，POST /corrections/:id/decision approve,只变approved，不立刻记账,遵循 IMPLEMENTATION_SPEC §4/§6：字段422就地提示、409保留输入并刷新比对、401重新登录、403/404不泄露记录、429按服务器等待、读取失败可重试；资金写入结果不明进入G01。,CTL-S18-03,只变approved，不立刻记账,not_implemented,[],not_run,[]
S18-04,S18,Reject / Confirm reject,Manager,REQUESTED，拒绝理由必填,POST /corrections/:id/decision reject,余额不变，出纳看到拒绝原因,遵循 IMPLEMENTATION_SPEC §4/§6：字段422就地提示、409保留输入并刷新比对、401重新登录、403/404不泄露记录、429按服务器等待、读取失败可重试；资金写入结果不明进入G01。,CTL-S18-04,余额不变，出纳看到拒绝原因,not_implemented,[],not_run,[]
S18-05,S18,Post correction / Confirm posting,Cashier,APPROVED，原交易仍可更正，相关资产未受不可逆交接影响,POST /corrections/:id/post含幂等key,冲正与替代原子提交，重复点击只产生一组更正,遵循 IMPLEMENTATION_SPEC §4/§6：字段422就地提示、409保留输入并刷新比对、401重新登录、403/404不泄露记录、429按服务器等待、读取失败可重试；资金写入结果不明进入G01。,CTL-S18-05,冲正与替代原子提交，重复点击只产生一组更正,not_implemented,[],not_run,[]
S18-06,S18,更正列表状态 / 行入口,Cashier/Manager/Accountant有范围权限,有更正读权限,GET /corrections，选择进入详情,权限决定申请/审核/执行按钮而非图片固定按钮,遵循 IMPLEMENTATION_SPEC §4/§6：字段422就地提示、409保留输入并刷新比对、401重新登录、403/404不泄露记录、429按服务器等待、读取失败可重试；资金写入结果不明进入G01。,CTL-S18-06,权限决定申请/审核/执行按钮而非图片固定按钮,not_implemented,[],not_run,[]
S19-01,S19,Action / Date / User或Record搜索,view_audit,权限和参数合法,GET /audit-events带筛选,审计总数分页正确，未授权用户403,遵循 IMPLEMENTATION_SPEC §4/§6：字段422就地提示、409保留输入并刷新比对、401重新登录、403/404不泄露记录、429按服务器等待、读取失败可重试；资金写入结果不明进入G01。,CTL-S19-01,审计总数分页正确，未授权用户403,not_implemented,[],not_run,[]
S19-02,S19,审计行 / Details,view_audit,事件可读,GET /audit-events/:id显示actor/time/before/after/reason,只读无删除编辑，不返回token密码,遵循 IMPLEMENTATION_SPEC §4/§6：字段422就地提示、409保留输入并刷新比对、401重新登录、403/404不泄露记录、429按服务器等待、读取失败可重试；资金写入结果不明进入G01。,CTL-S19-02,只读无删除编辑，不返回token密码,not_implemented,[],not_run,[]
S19-03,S19,View borrower / View related record,view_audit加目标读取权限,目标记录仍可读,跳目标详情；否则禁用并解释,审计权限不绕过业务记录权限,遵循 IMPLEMENTATION_SPEC §4/§6：字段422就地提示、409保留输入并刷新比对、401重新登录、403/404不泄露记录、429按服务器等待、读取失败可重试；资金写入结果不明进入G01。,CTL-S19-03,审计权限不绕过业务记录权限,not_implemented,[],not_run,[]
S20-01,S20,Save borrower,Loan officer,姓名、电话、地址必填及长度规则；邮箱可选合法,POST /borrowers,生成ID并返回S02新记录或原申请，刷新可查,遵循 IMPLEMENTATION_SPEC §4/§6：字段422就地提示、409保留输入并刷新比对、401重新登录、403/404不泄露记录、429按服务器等待、读取失败可重试；资金写入结果不明进入G01。,CTL-S20-01,生成ID并返回S02新记录或原申请，刷新可查,not_implemented,[],not_run,[]
S20-02,S20,Save changes,Loan officer,同上及expectedVersion,PATCH /borrowers/:id,旧值进审计；客户账户邮箱不被借款人邮箱编辑覆盖,遵循 IMPLEMENTATION_SPEC §4/§6：字段422就地提示、409保留输入并刷新比对、401重新登录、403/404不泄露记录、429按服务器等待、读取失败可重试；资金写入结果不明进入G01。,CTL-S20-02,旧值进审计；客户账户邮箱不被借款人邮箱编辑覆盖,not_implemented,[],not_run,[]
S20-03,S20,Cancel,Loan officer,脏表单保护,回来源详情／申请,取消不创建半成品借款人,遵循 IMPLEMENTATION_SPEC §4/§6：字段422就地提示、409保留输入并刷新比对、401重新登录、403/404不泄露记录、429按服务器等待、读取失败可重试；资金写入结果不明进入G01。,CTL-S20-03,取消不创建半成品借款人,not_implemented,[],not_run,[]
S21-01,S21,Add asset,Loan officer,DRAFT,打开空资产抽屉,名称描述状况字段完整、无自行输入估值金额,遵循 IMPLEMENTATION_SPEC §4/§6：字段422就地提示、409保留输入并刷新比对、401重新登录、403/404不泄露记录、429按服务器等待、读取失败可重试；资金写入结果不明进入G01。,CTL-S21-01,名称描述状况字段完整、无自行输入估值金额,not_implemented,[],not_run,[]
S21-02,S21,Save asset,Loan officer,字段合法；当前申请DRAFT,POST /assets含applicationId,保存到该草稿，刷新存在，尚未估值明确提示,遵循 IMPLEMENTATION_SPEC §4/§6：字段422就地提示、409保留输入并刷新比对、401重新登录、403/404不泄露记录、429按服务器等待、读取失败可重试；资金写入结果不明进入G01。,CTL-S21-02,保存到该草稿，刷新存在，尚未估值明确提示,not_implemented,[],not_run,[]
S21-03,S21,Edit / Save changes,Loan officer,DRAFT；asset版本有效,PATCH /assets/:id；实质变更使估值失效,不能保留与新资产资料不一致的已完成估值,遵循 IMPLEMENTATION_SPEC §4/§6：字段422就地提示、409保留输入并刷新比对、401重新登录、403/404不泄露记录、429按服务器等待、读取失败可重试；资金写入结果不明进入G01。,CTL-S21-03,不能保留与新资产资料不一致的已完成估值,not_implemented,[],not_run,[]
S21-04,S21,Remove / Confirm remove,Loan officer,未提交、未入库、未绑定有效贷款,DELETE /applications/:id/assets/:assetId草稿关系,仅移除草稿关系，留历史审计，不删除已抵押实物,遵循 IMPLEMENTATION_SPEC §4/§6：字段422就地提示、409保留输入并刷新比对、401重新登录、403/404不泄露记录、429按服务器等待、读取失败可重试；资金写入结果不明进入G01。,CTL-S21-04,仅移除草稿关系，留历史审计，不删除已抵押实物,not_implemented,[],not_run,[]
S21-05,S21,View valuation,Loan officer只读/Valuation officer可编辑,当前资产估值范围,有估值打开S05；无估值显示未开始及Request valuation入口,不能显示假完成估值,遵循 IMPLEMENTATION_SPEC §4/§6：字段422就地提示、409保留输入并刷新比对、401重新登录、403/404不泄露记录、429按服务器等待、读取失败可重试；资金写入结果不明进入G01。,CTL-S21-05,不能显示假完成估值,not_implemented,[],not_run,[]
S21-06,S21,Request valuation,Loan officer,资产资料完整、borrower及拟定金额已保存,POST /applications/:id/valuation-request分配估值人员,估值人员收到任务；重复请求不重复创建,遵循 IMPLEMENTATION_SPEC §4/§6：字段422就地提示、409保留输入并刷新比对、401重新登录、403/404不泄露记录、429按服务器等待、读取失败可重试；资金写入结果不明进入G01。,CTL-S21-06,估值人员收到任务；重复请求不重复创建,not_implemented,[],not_run,[]
S21-07,S21,Back / Save draft / Continue,Loan officer,继承S04；至少一件合法资产才能继续,保存后前后步骤跳转,资产抽屉未保存时先提示，申请ID保持一致,遵循 IMPLEMENTATION_SPEC §4/§6：字段422就地提示、409保留输入并刷新比对、401重新登录、403/404不泄露记录、429按服务器等待、读取失败可重试；资金写入结果不明进入G01。,CTL-S21-07,资产抽屉未保存时先提示，申请ID保持一致,not_implemented,[],not_run,[]
S22-01,S22,Edit borrower / Edit loan / Edit security / Edit terms,Loan officer,DRAFT,返回对应step并定位字段,编辑后返回review重新加载readiness,遵循 IMPLEMENTATION_SPEC §4/§6：字段422就地提示、409保留输入并刷新比对、401重新登录、403/404不泄露记录、429按服务器等待、读取失败可重试；资金写入结果不明进入G01。,CTL-S22-01,编辑后返回review重新加载readiness,not_implemented,[],not_run,[]
S22-02,S22,View valuation / View terms,Loan officer,相关数据可读,打开S05只读／S15预览,不让贷款专员完成估值或经理决定,遵循 IMPLEMENTATION_SPEC §4/§6：字段422就地提示、409保留输入并刷新比对、401重新登录、403/404不泄露记录、429按服务器等待、读取失败可重试；资金写入结果不明进入G01。,CTL-S22-02,不让贷款专员完成估值或经理决定,not_implemented,[],not_run,[]
S22-03,S22,Readiness缺失项目链接,Loan officer,后端GET /applications/:id/readiness,跳至缺失字段或任务；政策未配置解释依赖,所有缺项可定位，不只有灰按钮,遵循 IMPLEMENTATION_SPEC §4/§6：字段422就地提示、409保留输入并刷新比对、401重新登录、403/404不泄露记录、429按服务器等待、读取失败可重试；资金写入结果不明进入G01。,CTL-S22-03,所有缺项可定位，不只有灰按钮,not_implemented,[],not_run,[]
S22-04,S22,Submit for review / Confirm submission,Loan officer,readiness全部满足、三方估值完整、terms及schedule版本一致,POST /applications/:id/submit；冻结快照,变SUBMITTED，重复提交不新建申请；后台再校验全部条件,遵循 IMPLEMENTATION_SPEC §4/§6：字段422就地提示、409保留输入并刷新比对、401重新登录、403/404不泄露记录、429按服务器等待、读取失败可重试；资金写入结果不明进入G01。,CTL-S22-04,变SUBMITTED，重复提交不新建申请；后台再校验全部条件,not_implemented,[],not_run,[]
S22-05,S22,Back / Save draft,Loan officer,DRAFT,复用S04存草稿及返回terms,状态不会提前变SUBMITTED,遵循 IMPLEMENTATION_SPEC §4/§6：字段422就地提示、409保留输入并刷新比对、401重新登录、403/404不泄露记录、429按服务器等待、读取失败可重试；资金写入结果不明进入G01。,CTL-S22-05,状态不会提前变SUBMITTED,not_implemented,[],not_run,[]
A01-01,A01,Send reset link,公开,邮箱合法；服务端限流,POST /auth/password/forgot，显示中性结果,存在/不存在邮箱提示一致；不能暴露用户资料,遵循 IMPLEMENTATION_SPEC §4/§6：字段422就地提示、409保留输入并刷新比对、401重新登录、403/404不泄露记录、429按服务器等待、读取失败可重试；资金写入结果不明进入G01。,CTL-A01-01,存在/不存在邮箱提示一致；不能暴露用户资料,not_implemented,[],not_run,[]
A01-02,A01,Back to login / Contact our team,公开,无,分别到C02/C07,过期或发送失败后有可操作返回入口,遵循 IMPLEMENTATION_SPEC §4/§6：字段422就地提示、409保留输入并刷新比对、401重新登录、403/404不泄露记录、429按服务器等待、读取失败可重试；资金写入结果不明进入G01。,CTL-A01-02,过期或发送失败后有可操作返回入口,not_implemented,[],not_run,[]
A02-01,A02,Update password,已登录,当前密码正确，新密码12–128字符且确认一致,POST /auth/password/change；撤销旧会话并回C02,错误密码失败不更改；成功后旧会话失效,遵循 IMPLEMENTATION_SPEC §4/§6：字段422就地提示、409保留输入并刷新比对、401重新登录、403/404不泄露记录、429按服务器等待、读取失败可重试；资金写入结果不明进入G01。,CTL-A02-01,错误密码失败不更改；成功后旧会话失效,not_implemented,[],not_run,[]
A02-02,A02,Contact our team / Back to overview / Sign out,已登录,对应共用权限,到C07／所属首页／POST logout,角色及账户邮箱在此只读，不混同借款人资料编辑,遵循 IMPLEMENTATION_SPEC §4/§6：字段422就地提示、409保留输入并刷新比对、401重新登录、403/404不泄露记录、429按服务器等待、读取失败可重试；资金写入结果不明进入G01。,CTL-A02-02,角色及账户邮箱在此只读，不混同借款人资料编辑,not_implemented,[],not_run,[]
A03-01,A03,Create account,公开,姓名、邮箱、密码、确认密码合法,POST /auth/register；身份固定Customer，建立受限待验证会话到A04,双击同邮箱不重复账户；不生成loan/application,遵循 IMPLEMENTATION_SPEC §4/§6：字段422就地提示、409保留输入并刷新比对、401重新登录、403/404不泄露记录、429按服务器等待、读取失败可重试；资金写入结果不明进入G01。,CTL-A03-01,双击同邮箱不重复账户；不生成loan/application,not_implemented,[],not_run,[]
A03-02,A03,Log in / Back to home,公开,无,分别C02/C01,保留页面路由正确，不携带密码,遵循 IMPLEMENTATION_SPEC §4/§6：字段422就地提示、409保留输入并刷新比对、401重新登录、403/404不泄露记录、429按服务器等待、读取失败可重试；资金写入结果不明进入G01。,CTL-A03-02,保留页面路由正确，不携带密码,not_implemented,[],not_run,[]
A04-01,A04,Resend verification email,待验证Customer,受限待验证会话；服务端retryAfter到期,POST /auth/email/resend；旧链接失效,按钮真实倒计时；发送失败不显示已发送,遵循 IMPLEMENTATION_SPEC §4/§6：字段422就地提示、409保留输入并刷新比对、401重新登录、403/404不泄露记录、429按服务器等待、读取失败可重试；资金写入结果不明进入G01。,CTL-A04-01,按钮真实倒计时；发送失败不显示已发送,not_implemented,[],not_run,[]
A04-02,A04,Use a different email / Save email,待验证Customer,仅当前注册会话，邮箱合法且无冲突,打开邮箱编辑；POST /auth/email/change-pending；重发新链接,旧邮箱链接失效，新地址掩码正确,遵循 IMPLEMENTATION_SPEC §4/§6：字段422就地提示、409保留输入并刷新比对、401重新登录、403/404不泄露记录、429按服务器等待、读取失败可重试；资金写入结果不明进入G01。,CTL-A04-02,旧邮箱链接失效，新地址掩码正确,not_implemented,[],not_run,[]
A04-03,A04,Back to login,待验证或公开,无,到C02，可清除受限会话,未验证账号不能靠URL进客户数据页,遵循 IMPLEMENTATION_SPEC §4/§6：字段422就地提示、409保留输入并刷新比对、401重新登录、403/404不泄露记录、429按服务器等待、读取失败可重试；资金写入结果不明进入G01。,CTL-A04-03,未验证账号不能靠URL进客户数据页,not_implemented,[],not_run,[]
A05-01,A05,验证链接加载 / Retry verification,链接持有者,token有效、未过期；单次消费,显式POST /auth/email/verify token；呈现成功/已验证/过期/无效,GET页面本身不直接变更；重放不创建完整登录会话,遵循 IMPLEMENTATION_SPEC §4/§6：字段422就地提示、409保留输入并刷新比对、401重新登录、403/404不泄露记录、429按服务器等待、读取失败可重试；资金写入结果不明进入G01。,CTL-A05-01,GET页面本身不直接变更；重放不创建完整登录会话,not_implemented,[],not_run,[]
A05-02,A05,Continue to login / Back to login,全部,服务端验证结果已返回,到C02,成功不自动提升为登录会话,遵循 IMPLEMENTATION_SPEC §4/§6：字段422就地提示、409保留输入并刷新比对、401重新登录、403/404不泄露记录、429按服务器等待、读取失败可重试；资金写入结果不明进入G01。,CTL-A05-02,成功不自动提升为登录会话,not_implemented,[],not_run,[]
A05-03,A05,Request a new link,过期或无效链接持有者,有待验证会话可直接重发，否则回登录取得受限会话,到A04或C02，继承发送限流,不凭不可信token开放任意邮箱修改,遵循 IMPLEMENTATION_SPEC §4/§6：字段422就地提示、409保留输入并刷新比对、401重新登录、403/404不泄露记录、429按服务器等待、读取失败可重试；资金写入结果不明进入G01。,CTL-A05-03,不凭不可信token开放任意邮箱修改,not_implemented,[],not_run,[]
A05-04,A05,Contact our team,全部,无,到C07,验证失败也能获得帮助,遵循 IMPLEMENTATION_SPEC §4/§6：字段422就地提示、409保留输入并刷新比对、401重新登录、403/404不泄露记录、429按服务器等待、读取失败可重试；资金写入结果不明进入G01。,CTL-A05-04,验证失败也能获得帮助,not_implemented,[],not_run,[]
A06-01,A06,Activate account,受邀员工,token有效，密码合法一致，invitation仍invited,POST /auth/invitations/accept；角色从服务端邀请读取,单次激活；客户端修改role无效；成功回staff/login,遵循 IMPLEMENTATION_SPEC §4/§6：字段422就地提示、409保留输入并刷新比对、401重新登录、403/404不泄露记录、429按服务器等待、读取失败可重试；资金写入结果不明进入G01。,CTL-A06-01,单次激活；客户端修改role无效；成功回staff/login,not_implemented,[],not_run,[]
A06-02,A06,Back to staff login / Request a new invitation,受邀人,邀请过期或撤销时不可激活,到staff/login；过期页说明联系管理员，到C07,不能自行续期或重新选择角色,遵循 IMPLEMENTATION_SPEC §4/§6：字段422就地提示、409保留输入并刷新比对、401重新登录、403/404不泄露记录、429按服务器等待、读取失败可重试；资金写入结果不明进入G01。,CTL-A06-02,不能自行续期或重新选择角色,not_implemented,[],not_run,[]
A07-01,A07,Reset password,重置链接持有者,token有效，新密码及确认合法,POST /auth/password/reset；失效token和所有旧会话,一次生效；旧密码失败、新密码成功,遵循 IMPLEMENTATION_SPEC §4/§6：字段422就地提示、409保留输入并刷新比对、401重新登录、403/404不泄露记录、429按服务器等待、读取失败可重试；资金写入结果不明进入G01。,CTL-A07-01,一次生效；旧密码失败、新密码成功,not_implemented,[],not_run,[]
A07-02,A07,Request a new link / Back to login,公开,重置成功／链接无效或过期,到A01／C02,无效链接不会泄露邮箱和用户资料,遵循 IMPLEMENTATION_SPEC §4/§6：字段422就地提示、409保留输入并刷新比对、401重新登录、403/404不泄露记录、429按服务器等待、读取失败可重试；资金写入结果不明进入G01。,CTL-A07-02,无效链接不会泄露邮箱和用户资料,not_implemented,[],not_run,[]
D01-01,D01,Retry connection,员工桌面,断线或health失败；不写资金,GET /health并验证会话，加载当前服务端状态和unresolved attempts,断线恢复不自动新建资金交易,遵循 IMPLEMENTATION_SPEC §4/§6：字段422就地提示、409保留输入并刷新比对、401重新登录、403/404不泄露记录、429按服务器等待、读取失败可重试；资金写入结果不明进入G01。,CTL-D01-01,断线恢复不自动新建资金交易,not_implemented,[],not_run,[]
D01-02,D01,Return to overview,员工桌面,可离开当前页；未决资金保留服务端记录,显示工作台壳及离线状态；恢复后查询真实数据,不显示过时缓存为当前余额,遵循 IMPLEMENTATION_SPEC §4/§6：字段422就地提示、409保留输入并刷新比对、401重新登录、403/404不泄露记录、429按服务器等待、读取失败可重试；资金写入结果不明进入G01。,CTL-D01-02,不显示过时缓存为当前余额,not_implemented,[],not_run,[]
D01-03,D01,原生最小化 / 最大化或还原 / 关闭,桌面用户,Electron窗口存在；脏表单提示,使用系统窗口行为；关闭不撤销已发送请求,重开后可查未决attempt，没有离线补发队列,遵循 IMPLEMENTATION_SPEC §4/§6：字段422就地提示、409保留输入并刷新比对、401重新登录、403/404不泄露记录、429按服务器等待、读取失败可重试；资金写入结果不明进入G01。,CTL-D01-03,重开后可查未决attempt，没有离线补发队列,not_implemented,[],not_run,[]
G01-01,G01,Check payment status,该意图操作者或授权出纳,attempt属于可访问范围,GET /payment-attempts/:id；pending继续、committed回原回执、rejected提示修复,未知/404绝不直接当成未记账,遵循 IMPLEMENTATION_SPEC §4/§6：字段422就地提示、409保留输入并刷新比对、401重新登录、403/404不泄露记录、429按服务器等待、读取失败可重试；资金写入结果不明进入G01。,CTL-G01-01,未知/404绝不直接当成未记账,not_implemented,[],not_run,[]
G01-02,G01,View transaction history / Back to transactions,Cashier,对应贷款交易范围,到S13限定loanId并保留未决提醒,返回后仍可核查同attempt，不产生新key,遵循 IMPLEMENTATION_SPEC §4/§6：字段422就地提示、409保留输入并刷新比对、401重新登录、403/404不泄露记录、429按服务器等待、读取失败可重试；资金写入结果不明进入G01。,CTL-G01-02,返回后仍可核查同attempt，不产生新key,not_implemented,[],not_run,[]
G01-03,G01,Record another payment,Cashier,前笔明确committed或rejected且业务允许,重新加载余额和新表单到S10,pending一直禁用且有原因,遵循 IMPLEMENTATION_SPEC §4/§6：字段422就地提示、409保留输入并刷新比对、401重新登录、403/404不泄露记录、429按服务器等待、读取失败可重试；资金写入结果不明进入G01。,CTL-G01-03,pending一直禁用且有原因,not_implemented,[],not_run,[]
G01-04,G01,Retry original attempt / 恢复核查,Cashier,服务器暂查不到结果；有原请求摘要,同key同body幂等恢复，不创建新意图,请求曾成功也只返回原交易；body变更409,遵循 IMPLEMENTATION_SPEC §4/§6：字段422就地提示、409保留输入并刷新比对、401重新登录、403/404不泄露记录、429按服务器等待、读取失败可重试；资金写入结果不明进入G01。,CTL-G01-04,请求曾成功也只返回原交易；body变更409,not_implemented,[],not_run,[]
G02-01,G02,All / Unread,已登录,自己的通知,GET /notifications?read=all或false,切换后数量与列表一致,遵循 IMPLEMENTATION_SPEC §4/§6：字段422就地提示、409保留输入并刷新比对、401重新登录、403/404不泄露记录、429按服务器等待、读取失败可重试；资金写入结果不明进入G01。,CTL-G02-01,切换后数量与列表一致,not_implemented,[],not_run,[]
G02-02,G02,View application / View correction / View asset,相应授权用户,目标当前仍可见,通知关联真实recordId路由，进入后按设计标已读,不能用通知链接绕过权限；目标不可用有返回,遵循 IMPLEMENTATION_SPEC §4/§6：字段422就地提示、409保留输入并刷新比对、401重新登录、403/404不泄露记录、429按服务器等待、读取失败可重试；资金写入结果不明进入G01。,CTL-G02-02,不能用通知链接绕过权限；目标不可用有返回,not_implemented,[],not_run,[]
G02-03,G02,Mark as read,通知接收者,本人通知,POST /notifications/:id/read,跨设备刷新保持已读，未读数量减少一次,遵循 IMPLEMENTATION_SPEC §4/§6：字段422就地提示、409保留输入并刷新比对、401重新登录、403/404不泄露记录、429按服务器等待、读取失败可重试；资金写入结果不明进入G01。,CTL-G02-03,跨设备刷新保持已读，未读数量减少一次,not_implemented,[],not_run,[]
G02-04,G02,Mark all as read,通知接收者,本人当前可见通知范围,POST /notifications/read-all带截止时间,请求期间新增通知不被误标已读,遵循 IMPLEMENTATION_SPEC §4/§6：字段422就地提示、409保留输入并刷新比对、401重新登录、403/404不泄露记录、429按服务器等待、读取失败可重试；资金写入结果不明进入G01。,CTL-G02-04,请求期间新增通知不被误标已读,not_implemented,[],not_run,[]
